"GEOID","NAME","total_popE","whiteE","blackE","asianE","hispanicE","year"
"1729340","Gilson CDP, Illinois",208,159,0,0,0,2019
"1717094","Crab Orchard CDP, Illinois",155,151,0,0,0,2019
"1718641","Darmstadt CDP, Illinois",0,0,0,0,0,2019
"1726467","Floraville CDP, Illinois",29,29,0,0,0,2019
"1730705","Grand Detour CDP, Illinois",345,332,5,0,8,2019
"1733162","Harrison CDP, Illinois",805,737,0,13,6,2019
"1734272","Heritage Lake CDP, Illinois",1690,1606,0,0,57,2019
"1735541","Holiday Shores CDP, Illinois",2930,2838,15,0,9,2019
"1740364","Knollwood CDP, Illinois",1665,1177,8,6,417,2019
"1740962","Lake Camelot CDP, Illinois",1755,1711,0,0,44,2019
"1741157","Lake Holiday CDP, Illinois",4512,4118,54,18,271,2019
"1705976","Big Rock village, Illinois",1236,1158,7,0,51,2019
"1749100","Millbrook village, Illinois",412,388,0,0,18,2019
"1750062","Monroe Center village, Illinois",399,378,0,0,15,2019
"1761216","Port Barrington village, Illinois",1676,1457,10,45,147,2019
"1783349","Woodstock city, Illinois",25348,18211,569,592,5429,2019
"1782725","Witt city, Illinois",786,768,1,0,17,2019
"1750751","Mound City city, Illinois",744,316,378,4,40,2019
"1750777","Mounds city, Illinois",838,140,669,0,14,2019
"1762211","Pulaski village, Illinois",271,44,175,0,4,2019
"1705261","Benson village, Illinois",540,539,1,0,0,2019
"1756341","Orangeville village, Illinois",752,736,0,1,7,2019
"1782543","Winslow village, Illinois",350,343,0,0,7,2019
"1715989","Compton village, Illinois",314,271,12,1,12,2019
"1720162","Dixon city, Illinois",15433,11862,1728,81,1491,2019
"1720045","Divernon village, Illinois",1153,1116,0,9,13,2019
"1739233","Keenes village, Illinois",51,51,0,0,0,2019
"1750933","Mount Erie village, Illinois",91,84,0,0,7,2019
"1742769","Leland Grove city, Illinois",1406,1344,11,17,26,2019
"1761548","Prairie City village, Illinois",389,322,11,8,14,2019
"1740676","La Fayette village, Illinois",161,157,0,0,4,2019
"1701673","Apple River village, Illinois",365,336,6,6,17,2019
"1732707","Hanover village, Illinois",736,633,18,0,13,2019
"1726116","Findlay village, Illinois",702,695,0,0,7,2019
"1726480","Florence village, Illinois",66,66,0,0,0,2019
"1752311","New Canton town, Illinois",328,317,0,4,1,2019
"1702102","Arlington village, Illinois",237,208,5,0,24,2019
"1741794","La Moille village, Illinois",760,674,6,52,2,2019
"1746422","Manlius village, Illinois",311,304,0,0,5,2019
"1751999","Neponset village, Illinois",454,431,3,2,16,2019
"1738427","Jewett village, Illinois",266,256,0,0,0,2019
"1755756","Old Shawneetown village, Illinois",81,81,0,0,0,2019
"1756003","Omaha village, Illinois",285,278,0,0,0,2019
"1714767","Clayton village, Illinois",582,576,0,0,4,2019
"1715261","Coatsburg village, Illinois",182,182,0,0,0,2019
"1753390","Norris village, Illinois",161,158,0,3,0,2019
"1711397","Carrier Mills village, Illinois",1827,1509,159,0,83,2019
"1749867","Moline city, Illinois",41920,29877,2393,1031,7412,2019
"1766040","Round Lake Beach village, Illinois",27507,11192,1400,796,13501,2019
"1766066","Round Lake Park village, Illinois",7817,3916,416,120,3238,2019
"1777694","Vernon Hills village, Illinois",26343,14682,666,6197,3936,2019
"1771240","South Roxana village, Illinois",2073,1764,205,0,61,2019
"1754703","Oak Grove village, Illinois",541,511,0,0,17,2019
"1763420","Reynolds village, Illinois",543,523,8,0,12,2019
"1771448","Sparta city, Illinois",4351,3011,938,142,122,2019
"1721605","East Cape Girardeau village, Illinois",442,395,39,0,0,2019
"1708992","Brownstown village, Illinois",895,890,0,0,0,2019
"1703610","Bannockburn village, Illinois",1244,832,157,120,101,2019
"1709447","Buffalo Grove village, Illinois",41062,27884,664,8643,2789,2019
"1778656","Walshville village, Illinois",176,176,0,0,0,2019
"1745616","McCullom Lake village, Illinois",1080,863,3,23,80,2019
"1746786","Marengo city, Illinois",7969,6316,179,0,1391,2019
"1720318","Donnellson village, Illinois",164,153,0,7,0,2019
"1774561","Taylor Springs village, Illinois",596,595,0,0,1,2019
"1764044","Ridott village, Illinois",164,161,0,0,0,2019
"1723737","El Paso city, Illinois",2809,2698,56,0,7,2019
"1728300","Galena city, Illinois",3249,2826,28,0,395,2019
"1753195","Nora village, Illinois",150,140,0,0,1,2019
"1723971","Emden village, Illinois",468,440,1,0,17,2019
"1781165","Whiteash CDP, Illinois",148,138,1,0,2,2019
"1747592","Maunie village, Illinois",175,175,0,0,0,2019
"1753403","Norris City village, Illinois",1127,1107,0,5,5,2019
"1774470","Tampico village, Illinois",734,684,16,0,31,2019
"1717406","Crescent City village, Illinois",555,546,0,0,9,2019
"1747280","Martinton village, Illinois",291,241,0,2,48,2019
"1760209","Pittsburg village, Illinois",552,535,0,0,5,2019
"1766794","St. Elmo city, Illinois",1480,1467,3,0,5,2019
"1706171","Bishop Hill village, Illinois",118,118,0,0,0,2019
"1708576","Brookfield village, Illinois",18735,12816,969,394,4286,2019
"1710487","Calumet City city, Illinois",36551,3488,27149,7,5714,2019
"1734514","Hickory Hills city, Illinois",13816,10571,585,72,2472,2019
"1748242","Melrose Park village, Illinois",25605,4643,1460,168,19258,2019
"1757394","Palos Hills city, Illinois",17318,13908,913,491,1768,2019
"1763706","Richton Park village, Illinois",13504,1241,11550,102,376,2019
"1748554","Merrionette Park village, Illinois",2050,1452,174,0,403,2019
"1753000","Niles village, Illinois",29451,19350,828,5837,2644,2019
"1754820","Oak Lawn village, Illinois",55936,37020,3770,2118,12321,2019
"1759572","Phoenix village, Illinois",1884,35,1529,0,256,2019
"1768081","Schiller Park village, Illinois",11621,7211,210,622,3467,2019
"1772923","Stone Park village, Illinois",4894,221,125,109,4402,2019
"1775185","Thornton village, Illinois",2545,1674,460,38,355,2019
"1783518","Worth village, Illinois",10633,8698,307,137,1288,2019
"1701881","Arcola city, Illinois",2731,1562,58,0,1090,2019
"1708875","Broughton village, Illinois",123,123,0,0,0,2019
"1760833","Plymouth village, Illinois",445,434,11,0,0,2019
"1721280","Durand village, Illinois",1360,1310,4,5,24,2019
"1745726","Machesney Park village, Illinois",22817,19709,538,354,1629,2019
"1760339","Plainville village, Illinois",283,274,0,2,2,2019
"1754885","Oak Park village, Illinois",52233,33027,9334,2432,4662,2019
"1734098","Hennepin village, Illinois",750,696,6,4,29,2019
"1737608","Inverness village, Illinois",7633,6165,72,1051,85,2019
"1747007","Markham city, Illinois",12493,1078,9883,106,1238,2019
"1764616","Robbins village, Illinois",5037,273,4204,21,423,2019
"1780047","Westchester village, Illinois",16440,9033,2990,588,3415,2019
"1762627","Ramsey village, Illinois",987,964,6,0,0,2019
"1709317","Buckley village, Illinois",517,476,9,0,32,2019
"1714468","Cissna Park village, Illinois",818,753,0,0,19,2019
"1710630","Cambria village, Illinois",1239,999,46,41,75,2019
"1750244","Monticello city, Illinois",5695,5370,46,85,91,2019
"1738869","Kane village, Illinois",255,242,3,0,7,2019
"1764811","Rockbridge village, Illinois",159,159,0,0,0,2019
"1756978","Otterville town, Illinois",134,125,5,0,0,2019
"1721358","Dwight village, Illinois",4096,3835,14,55,139,2019
"1744576","Long Point village, Illinois",285,262,0,5,5,2019
"1761015","Pontiac city, Illinois",11688,9622,1159,145,675,2019
"1748645","Metropolis city, Illinois",6129,5234,444,27,253,2019
"1718225","Cutler village, Illinois",373,360,1,0,6,2019
"1708953","Browning village, Illinois",138,123,10,0,0,2019
"1711176","Carbon Hill village, Illinois",322,292,0,0,28,2019
"1747397","Maryville village, Illinois",7953,7039,331,194,210,2019
"1752415","New Douglas village, Illinois",296,260,6,0,27,2019
"1701426","Andalusia village, Illinois",1174,1092,22,5,35,2019
"1717077","Coyne Center CDP, Illinois",982,877,0,0,16,2019
"1715807","Colp village, Illinois",295,132,103,0,38,2019
"1712801","Chebanse village, Illinois",1291,1052,87,0,104,2019
"1704897","Bellflower village, Illinois",431,429,0,0,0,2019
"1716210","Cooksville village, Illinois",164,155,0,0,9,2019
"1748606","Metamora village, Illinois",3773,3540,19,17,70,2019
"1724920","Fairmont CDP, Illinois",2699,762,1050,22,802,2019
"1764928","Rock Falls city, Illinois",8952,7194,238,0,1492,2019
"1736542","Humboldt village, Illinois",461,446,3,0,9,2019
"1769342","Sherman village, Illinois",4549,4369,0,0,142,2019
"1760287","Plainfield village, Illinois",43110,30565,3070,3678,4614,2019
"1711332","Carol Stream village, Illinois",39726,22652,2709,7540,6176,2019
"1727689","Franklin Grove village, Illinois",990,939,15,0,29,2019
"1757303","Palmer village, Illinois",239,239,0,0,0,2019
"1711033","Cantrall village, Illinois",128,123,0,0,1,2019
"1724816","Fairfield city, Illinois",5082,4682,226,17,17,2019
"1704598","Beecher City village, Illinois",389,384,0,0,1,2019
"1731992","Gulf Port village, Illinois",28,28,0,0,0,2019
"1708524","Brocton village, Illinois",340,337,0,0,3,2019
"1732200","Hainesville village, Illinois",3606,2706,69,88,615,2019
"1719031","Deer Grove village, Illinois",43,43,0,0,0,2019
"1704585","Beecher village, Illinois",4527,4315,10,0,171,2019
"1761860","Preston Heights CDP, Illinois",2651,669,993,7,858,2019
"1724179","Enfield village, Illinois",521,498,13,0,8,2019
"1735047","Hillsboro city, Illinois",6402,5136,1001,0,223,2019
"1718940","Deer Creek village, Illinois",601,597,0,0,2,2019
"1746981","Mark village, Illinois",482,405,0,0,77,2019
"1703675","Bardolph village, Illinois",289,289,0,0,0,2019
"1770590","South Beloit city, Illinois",7900,6501,253,1,715,2019
"1732395","Hamburg village, Illinois",172,172,0,0,0,2019
"1766924","St. Johns village, Illinois",224,216,2,2,0,2019
"1729125","Gibson City city, Illinois",3360,3257,34,0,16,2019
"1780125","West Dundee village, Illinois",7644,6303,168,712,448,2019
"1733331","Harvard city, Illinois",9281,4686,11,14,4484,2019
"1736750","Huntley village, Illinois",26966,21457,706,1593,2858,2019
"1741183","Lake in the Hills village, Illinois",28759,22243,641,1857,3479,2019
"1760144","Pistakee Highlands CDP, Illinois",3217,3056,0,0,120,2019
"1763641","Richmond village, Illinois",2061,1792,21,23,184,2019
"1704351","Beardstown city, Illinois",5682,3074,512,0,2065,2019
"1712450","Chandlerville village, Illinois",372,339,0,0,11,2019
"1719200","De Land village, Illinois",524,499,2,0,13,2019
"1704117","Batchtown village, Illinois",185,185,0,0,0,2019
"1784155","Zeigler city, Illinois",1801,1745,4,0,41,2019
"1730770","Grand Tower city, Illinois",565,548,0,0,14,2019
"1738856","Kampsville village, Illinois",379,367,2,1,8,2019
"1750868","Mount Carmel city, Illinois",7019,6514,76,66,211,2019
"1765078","Rock Island city, Illinois",38111,23603,7310,1557,4235,2019
"1769979","Silvis city, Illinois",7497,4977,783,88,1228,2019
"1739259","Keensburg village, Illinois",82,80,0,0,0,2019
"1740884","Lake Barrington village, Illinois",5117,4685,16,171,186,2019
"1744524","Long Grove village, Illinois",7963,5786,197,1436,423,2019
"1764538","Riverwoods village, Illinois",3618,3256,23,140,92,2019
"1766027","Round Lake village, Illinois",18349,9176,1656,2340,4598,2019
"1748359","Menominee village, Illinois",265,226,12,0,20,2019
"1752545","New Holland village, Illinois",278,271,0,0,3,2019
"1739298","Keithsburg city, Illinois",545,533,0,6,0,2019
"1775419","Time village, Illinois",18,18,0,0,0,2019
"1777187","Valley City village, Illinois",22,22,0,0,0,2019
"1707133","Bolingbrook village, Illinois",74431,30790,13264,8474,18921,2019
"1723945","Elwood village, Illinois",2367,2156,12,15,179,2019
"1730120","Godley village, Illinois",631,610,0,0,10,2019
"1747540","Matteson village, Illinois",19385,2533,15679,283,442,2019
"1776935","University Park village, Illinois",6947,471,5892,15,266,2019
"1738570","Joliet city, Illinois",147826,70719,24954,3015,45815,2019
"1781802","Williamsfield village, Illinois",476,472,2,0,1,2019
"1711202","Carlinville city, Illinois",5540,5001,220,4,180,2019
"1721410","Eagarville village, Illinois",175,150,9,2,0,2019
"1757043","Owaneco village, Illinois",237,232,0,0,3,2019
"1734137","Henning village, Illinois",268,268,0,0,0,2019
"1700880","Allerton village, Illinois",270,247,14,2,5,2019
"1757693","Parkersburg village, Illinois",189,184,0,0,0,2019
"1704689","Belgium village, Illinois",392,381,0,5,5,2019
"1762744","Rankin village, Illinois",543,458,0,0,81,2019
"1775783","Toulon city, Illinois",1165,1067,37,24,18,2019
"1722398","Eddyville village, Illinois",98,98,0,0,0,2019
"1710110","Bushnell city, Illinois",2775,2705,34,0,26,2019
"1737439","Industry village, Illinois",425,411,0,0,5,2019
"1713074","Cherry Valley village, Illinois",2614,2194,28,211,136,2019
"1765104","Rock Island Arsenal CDP, Illinois",0,0,0,0,0,2019
"1750543","Morrisonville village, Illinois",1250,1197,0,0,49,2019
"1750829","Mount Auburn village, Illinois",592,570,4,2,0,2019
"1762822","Rapids City village, Illinois",1065,1014,0,18,22,2019
"1700737","Alhambra village, Illinois",612,610,0,0,2,2019
"1710695","Camden village, Illinois",86,86,0,0,0,2019
"1747254","Martinsville city, Illinois",1211,1178,0,0,5,2019
"1779241","Watson village, Illinois",824,819,3,0,0,2019
"1729431","Gladstone village, Illinois",194,169,0,0,22,2019
"1762848","Raritan village, Illinois",114,105,0,0,0,2019
"1752103","Newark village, Illinois",1314,1235,5,3,67,2019
"1767548","Sandwich city, Illinois",7297,6305,5,0,974,2019
"1705612","Bethany village, Illinois",1251,1208,0,0,31,2019
"1715599","Collinsville city, Illinois",24626,19276,3376,386,1081,2019
"1777395","Varna village, Illinois",392,380,0,0,8,2019
"1760937","Polo city, Illinois",2133,1920,41,50,114,2019
"1762588","Raleigh village, Illinois",302,292,0,0,9,2019
"1762523","Radom village, Illinois",178,176,0,0,2,2019
"1705404","Berkeley village, Illinois",5116,1485,1493,124,1920,2019
"1706704","Blue Island city, Illinois",22611,4315,7132,38,10637,2019
"1765962","Rossville village, Illinois",1320,1246,0,19,37,2019
"1775172","Thomson village, Illinois",524,430,76,0,18,2019
"1723022","Eldred village, Illinois",186,159,0,27,0,2019
"1710877","Camp Point village, Illinois",1054,1036,0,4,0,2019
"1715846","Columbus village, Illinois",71,71,0,0,0,2019
"1711462","Carrollton city, Illinois",2544,2381,14,0,71,2019
"1725960","Fidelity village, Illinois",203,172,0,31,0,2019
"1726012","Fieldon village, Illinois",214,211,0,0,3,2019
"1738414","Jerseyville city, Illinois",8161,7761,14,31,142,2019
"1764148","Rio village, Illinois",182,161,9,1,9,2019
"1777811","Victoria village, Illinois",274,265,0,0,4,2019
"1779124","Wataga village, Illinois",820,782,17,5,14,2019
"1724062","Emington village, Illinois",94,94,0,0,0,2019
"1771175","South Pekin village, Illinois",1170,1154,0,0,1,2019
"1712385","Champaign city, Illinois",87636,51862,16112,11582,5538,2019
"1726662","Foosland village, Illinois",70,68,0,0,2,2019
"1719226","Delavan city, Illinois",1751,1676,9,9,37,2019
"1731563","Green Valley village, Illinois",652,638,0,0,14,2019
"1754092","North Pekin village, Illinois",1554,1459,2,0,90,2019
"1709681","Bureau Junction village, Illinois",240,238,0,0,1,2019
"1738778","Junction village, Illinois",101,89,0,0,12,2019
"1769082","Shawneetown city, Illinois",1249,1167,9,0,30,2019
"1733318","Hartsburg village, Illinois",264,259,0,0,2,2019
"1742249","Latham village, Illinois",409,374,0,0,17,2019
"1700646","Aledo city, Illinois",3494,3293,68,34,72,2019
"1754560","Oakbrook Terrace city, Illinois",2752,1688,213,475,316,2019
"1777993","Villa Park village, Illinois",21916,14057,1322,903,5257,2019
"1709304","Buckingham village, Illinois",282,267,0,3,12,2019
"1711826","Cave-In-Rock village, Illinois",273,218,0,4,2,2019
"1721683","East Dubuque city, Illinois",1706,1636,2,24,32,2019
"1723165","Elizabeth village, Illinois",774,738,7,0,9,2019
"1702752","Atlanta city, Illinois",2063,2023,2,7,11,2019
"1743536","Lincoln city, Illinois",13652,12192,470,192,334,2019
"1722957","El Dara village, Illinois",72,72,0,0,0,2019
"1720526","Dover village, Illinois",125,123,0,0,0,2019
"1746240","Malden village, Illinois",311,299,0,0,12,2019
"1775549","Tiskilwa village, Illinois",783,733,10,7,17,2019
"1723191","Elizabethtown village, Illinois",247,217,3,0,19,2019
"1736190","Hopkins Park village, Illinois",536,19,463,0,24,2019
"1702342","Arrowsmith village, Illinois",332,324,0,0,6,2019
"1766638","St. Anne village, Illinois",1218,888,75,4,218,2019
"1711215","Carlock village, Illinois",579,483,61,1,14,2019
"1718537","Danvers village, Illinois",1044,1020,5,5,8,2019
"1775159","Thompsonville village, Illinois",496,478,0,0,0,2019
"1747553","Mattoon city, Illinois",17394,16562,274,16,333,2019
"1709330","Buckner village, Illinois",391,376,0,0,3,2019
"1724673","Ewing village, Illinois",279,277,0,0,0,2019
"1777148","Valier village, Illinois",724,683,7,0,24,2019
"1730588","Gorham village, Illinois",248,224,0,0,22,2019
"1742756","Leland village, Illinois",846,800,0,0,26,2019
"1754222","North Utica village, Illinois",1338,1188,0,18,35,2019
"1755353","Oglesby city, Illinois",3549,3043,76,9,342,2019
"1759234","Peru city, Illinois",9798,8700,41,73,815,2019
"1708225","Bridgeview village, Illinois",16124,10723,567,945,3675,2019
"1729938","Glenview village, Illinois",47416,36091,716,6763,2935,2019
"1712710","Chatsworth town, Illinois",1220,1024,0,6,147,2019
"1700815","Allendale village, Illinois",770,707,0,6,57,2019
"1731524","Greenup village, Illinois",1668,1643,3,9,0,2019
"1761366","Potomac village, Illinois",804,701,34,27,27,2019
"1767769","Sauk Village village, Illinois",10423,1814,6867,77,1340,2019
"1728326","Galesburg city, Illinois",30689,22971,4053,512,2543,2019
"1708264","Brighton village, Illinois",2272,2213,11,0,31,2019
"1739129","Kaskaskia village, Illinois",10,10,0,0,0,2019
"1762757","Ransom village, Illinois",414,373,0,0,36,2019
"1775757","Topeka village, Illinois",94,76,0,0,0,2019
"1706899","Bluffs village, Illinois",839,803,0,0,36,2019
"1700113","Abingdon city, Illinois",3509,3336,55,0,18,2019
"1711774","Catlin village, Illinois",2086,2012,0,0,68,2019
"1774301","Table Grove village, Illinois",414,406,0,3,5,2019
"1782491","Winnebago village, Illinois",3387,3277,77,0,33,2019
"1730900","Grandwood Park CDP, Illinois",5170,3232,291,779,663,2019
"1740988","Lake Catherine CDP, Illinois",1454,1320,9,0,73,2019
"1733630","Hawthorn Woods village, Illinois",8402,6864,163,935,296,2019
"1743250","Libertyville village, Illinois",20382,17493,180,1394,996,2019
"1775081","Third Lake village, Illinois",1079,997,0,6,72,2019
"1748671","Mettawa village, Illinois",556,489,7,28,30,2019
"1753559","North Chicago city, Illinois",29971,9196,7933,1581,9942,2019
"1778227","Volo village, Illinois",5229,4359,18,59,726,2019
"1779293","Waukegan city, Illinois",87297,16779,14975,4395,48550,2019
"1784220","Zion city, Illinois",23858,7756,7104,1034,6779,2019
"1730978","Grantfork village, Illinois",331,324,0,1,4,2019
"1744160","Livingston village, Illinois",714,685,0,0,13,2019
"1752701","New Milford village, Illinois",713,471,95,23,122,2019
"1742184","LaSalle city, Illinois",9147,7207,171,124,1541,2019
"1728807","Gays village, Illinois",227,207,0,0,0,2019
"1711644","Caseyville village, Illinois",4179,3398,322,0,286,2019
"1725414","Farmer City city, Illinois",2185,2088,0,0,14,2019
"1779449","Waynesville village, Illinois",410,410,0,0,0,2019
"1779683","Weldon village, Illinois",389,368,0,0,1,2019
"1728638","Gardner village, Illinois",1334,1223,7,39,63,2019
"1750491","Morris city, Illinois",14237,12234,123,101,1369,2019
"1709531","Bull Valley village, Illinois",1156,973,18,69,68,2019
"1709759","Burlington village, Illinois",681,647,0,0,30,2019
"1735411","Hoffman Estates village, Illinois",50841,25424,2283,12292,9477,2019
"1743406","Lily Lake village, Illinois",1022,932,41,8,35,2019
"1772221","Standard village, Illinois",287,236,0,0,40,2019
"1779033","Washington city, Illinois",16567,15542,68,246,402,2019
"1700685","Algonquin village, Illinois",30799,24866,464,2384,2538,2019
"1759988","Pingree Grove village, Illinois",8107,6170,237,528,1123,2019
"1766703","St. Charles city, Illinois",32686,26970,583,1119,3383,2019
"1741326","Lakemoor village, Illinois",5756,4900,97,90,605,2019
"1755041","Oakwood Hills village, Illinois",2336,2069,5,36,207,2019
"1782855","Wonder Lake village, Illinois",4466,3818,0,106,526,2019
"1715209","Coalton village, Illinois",342,333,0,0,0,2019
"1725440","Farmersville village, Illinois",687,625,2,0,56,2019
"1737738","Irving village, Illinois",377,364,1,0,12,2019
"1778383","Waggoner village, Illinois",192,186,6,0,0,2019
"1755899","Olmsted village, Illinois",486,433,45,0,0,2019
"1729093","German Valley village, Illinois",553,544,0,5,3,2019
"1742834","Lena village, Illinois",2879,2787,25,12,55,2019
"1742795","Lemont village, Illinois",17023,15420,87,463,909,2019
"1736568","Hume village, Illinois",324,310,2,0,12,2019
"1738986","Kansas village, Illinois",689,684,2,0,0,2019
"1757628","Paris city, Illinois",8372,8195,18,0,148,2019
"1709538","Bulpitt village, Illinois",214,208,0,0,6,2019
"1775809","Tovey village, Illinois",454,450,0,0,4,2019
"1702986","Augusta village, Illinois",517,479,0,0,19,2019
"1753169","Nokomis city, Illinois",2055,1989,14,10,11,2019
"1757498","Panama village, Illinois",296,290,0,0,2,2019
"1779826","Wenonah village, Illinois",38,38,0,0,0,2019
"1716119","Congerville village, Illinois",586,545,0,18,17,2019
"1730445","Goodfield village, Illinois",948,943,3,2,0,2019
"1732967","Harmon village, Illinois",128,127,0,0,1,2019
"1704273","Bay View Gardens village, Illinois",395,365,0,0,22,2019
"1739753","Keyesport village, Illinois",373,370,0,0,0,2019
"1782270","Winchester city, Illinois",1856,1786,3,0,13,2019
"1774847","Thawville village, Illinois",285,194,0,0,73,2019
"1731368","Greenfield city, Illinois",1397,1383,0,0,4,2019
"1735203","Hillview village, Illinois",188,180,0,0,8,2019
"1730653","Grafton city, Illinois",695,667,0,0,9,2019
"1726311","Flanagan village, Illinois",1011,951,3,0,28,2019
"1773131","Strawn village, Illinois",79,77,0,0,0,2019
"1739857","Kilbourne village, Illinois",274,251,0,0,0,2019
"1708303","Brimfield village, Illinois",853,831,7,0,0,2019
"1721176","Dunlap village, Illinois",1140,918,21,93,15,2019
"1765403","Rome CDP, Illinois",1525,1470,0,0,27,2019
"1754625","Oakford village, Illinois",283,283,0,0,0,2019
"1760872","Pocahontas village, Illinois",729,717,0,0,12,2019
"1770525","Sorento village, Illinois",443,418,0,14,7,2019
"1758239","Paxton city, Illinois",4220,3756,104,44,278,2019
"1760079","Piper City village, Illinois",878,744,0,0,85,2019
"1714936","Clifton village, Illinois",1326,1257,0,10,24,2019
"1741214","Lake Ka-Ho village, Illinois",234,221,0,0,5,2019
"1766053","Round Lake Heights village, Illinois",3179,1429,133,168,1396,2019
"1777460","Venetian Village CDP, Illinois",2934,2374,27,28,438,2019
"1778370","Wadsworth village, Illinois",3563,3159,140,72,93,2019
"1769368","Sherrard village, Illinois",691,627,21,3,38,2019
"1751128","Mount Pulaski city, Illinois",1590,1559,0,0,3,2019
"1738739","Joy village, Illinois",384,371,0,0,10,2019
"1753793","North Henderson village, Illinois",174,173,0,0,0,2019
"1703948","Barry city, Illinois",1543,1508,4,0,9,2019
"1769186","Shelbyville city, Illinois",4312,4154,132,0,8,2019
"1711618","Casey city, Illinois",2756,2652,11,6,50,2019
"1775601","Toledo village, Illinois",1154,1090,5,0,4,2019
"1778851","Warren village, Illinois",1237,1152,14,9,30,2019
"1748853","Middletown village, Illinois",290,272,0,0,0,2019
"1703012","Aurora city, Illinois",199927,71202,19778,17576,86726,2019
"1782309","Windsor village, Illinois",800,772,0,3,4,2019
"1704247","Baylis village, Illinois",144,132,0,0,0,2019
"1719681","Detroit village, Illinois",28,28,0,0,0,2019
"1755132","Oconee village, Illinois",176,170,0,0,4,2019
"1717523","Crete village, Illinois",8118,4271,2830,40,746,2019
"1717939","Crystal Lawns CDP, Illinois",1815,1335,54,26,341,2019
"1712203","Centreville city, Illinois",4999,229,4658,11,0,2019
"1728898","Genoa city, Illinois",5220,3966,34,5,1042,2019
"1766989","St. Libory village, Illinois",508,482,0,5,10,2019
"1779085","Washington Park village, Illinois",3941,103,3499,11,240,2019
"1716470","Cortland town, Illinois",4124,3061,555,37,455,2019
"1780853","West Salem village, Illinois",903,857,13,0,15,2019
"1721254","Dupo village, Illinois",3938,3604,201,0,133,2019
"1727806","Freeburg village, Illinois",4361,4169,13,0,85,2019
"1722645","Edinburg village, Illinois",1091,1073,18,0,0,2019
"1758226","Paw Paw village, Illinois",915,874,0,3,28,2019
"1714845","Clear Lake village, Illinois",305,300,0,0,0,2019
"1745369","Lynnville village, Illinois",79,77,0,0,2,2019
"1705248","Bensenville village, Illinois",18281,7758,561,766,9016,2019
"1759273","Pesotum village, Illinois",508,468,0,0,14,2019
"1762783","Rantoul village, Illinois",13218,7692,3280,277,1566,2019
"1769875","Sidney village, Illinois",1321,1256,15,7,22,2019
"1765806","Roselle village, Illinois",22754,17201,914,1840,2212,2019
"1782400","Winfield village, Illinois",9700,8710,74,419,350,2019
"1734384","Herscher village, Illinois",1512,1417,17,5,35,2019
"1704572","Bedford Park village, Illinois",614,379,0,0,235,2019
"1714351","Cicero town, Illinois",82330,5175,2467,534,73846,2019
"1726710","Ford Heights village, Illinois",2736,40,2404,17,96,2019
"1727702","Franklin Park village, Illinois",17956,8541,55,539,8590,2019
"1729652","Glencoe village, Illinois",8888,7761,259,458,322,2019
"1768328","Scott AFB CDP, Illinois",2893,2040,339,66,177,2019
"1770252","Smithton village, Illinois",3996,3906,45,14,18,2019
"1774119","Swansea village, Illinois",13851,10117,2588,210,477,2019
"1726753","Forest City village, Illinois",283,282,0,0,0,2019
"1747475","Mason City city, Illinois",2370,2310,32,0,28,2019
"1720292","Dolton village, Illinois",22737,872,20909,121,407,2019
"1726571","Flossmoor village, Illinois",9472,3097,5703,206,321,2019
"1730029","Glenwood village, Illinois",8657,1620,6044,27,532,2019
"1757277","Palestine village, Illinois",1185,1162,2,0,3,2019
"1725063","Fairview village, Illinois",461,432,0,0,26,2019
"1746825","Marietta village, Illinois",93,74,17,0,1,2019
"1777642","Vermont village, Illinois",818,797,2,4,12,2019
"1734553","Hidalgo village, Illinois",156,153,0,3,0,2019
"1752844","Newton city, Illinois",2810,2721,23,0,25,2019
"1782010","Willow Hill village, Illinois",176,176,0,0,0,2019
"1766833","St. Francisville city, Illinois",566,518,0,10,0,2019
"1734163","Henry city, Illinois",2658,2513,0,8,5,2019
"1704078","Batavia city, Illinois",26250,22114,737,406,2092,2019
"1728872","Geneva city, Illinois",21888,19633,94,522,1275,2019
"1711592","Cary village, Illinois",17936,14931,365,260,1947,2019
"1779397","Wayne village, Illinois",2439,2109,0,278,52,2019
"1727442","Fox Lake village, Illinois",10721,9336,84,175,916,2019
"1761678","Prairie Grove village, Illinois",1805,1624,68,36,51,2019
"1710149","Butler village, Illinois",262,262,0,0,0,2019
"1743965","Litchfield city, Illinois",6870,6575,53,28,109,2019
"1723698","Elmwood city, Illinois",2367,2312,0,16,17,2019
"1731576","Greenview village, Illinois",852,818,5,0,21,2019
"1755717","Old Ripley village, Illinois",95,95,0,0,0,2019
"1724699","Exeter village, Illinois",99,94,0,0,5,2019
"1718472","Damiansville village, Illinois",581,411,18,15,122,2019
"1739441","Kempton village, Illinois",220,214,0,0,1,2019
"1710084","Bush village, Illinois",208,199,4,0,2,2019
"1749048","Milford village, Illinois",1345,1242,4,0,68,2019
"1756081","Onarga village, Illinois",1055,488,6,2,556,2019
"1751349","Mundelein village, Illinois",31587,16294,623,3867,9991,2019
"1757654","Park City city, Illinois",7396,922,944,350,5131,2019
"1775874","Tower Lakes village, Illinois",1290,1199,42,5,20,2019
"1769277","Sheridan village, Illinois",2713,1254,1140,10,261,2019
"1776225","Troy Grove village, Illinois",231,216,0,0,15,2019
"1725375","Farina village, Illinois",612,591,0,0,0,2019
