"GEOID","NAME","total_popE","whiteE","blackE","asianE","hispanicE","year"
"1757498","Panama village, Illinois",262,259,0,0,3,2015
"1779826","Wenonah village, Illinois",45,43,0,0,0,2015
"1716119","Congerville village, Illinois",483,462,0,7,7,2015
"1730445","Goodfield village, Illinois",884,868,0,14,2,2015
"1732967","Harmon village, Illinois",122,118,0,0,2,2015
"1758226","Paw Paw village, Illinois",797,750,8,0,28,2015
"1714845","Clear Lake village, Illinois",240,226,0,0,9,2015
"1745369","Lynnville village, Illinois",62,54,0,0,1,2015
"1705248","Bensenville village, Illinois",18485,8073,563,724,9001,2015
"1759273","Pesotum village, Illinois",520,504,1,0,15,2015
"1762783","Rantoul village, Illinois",13256,7678,3065,102,1675,2015
"1769875","Sidney village, Illinois",1300,1252,17,9,22,2015
"1765806","Roselle village, Illinois",22979,16910,1370,1907,2332,2015
"1782400","Winfield village, Illinois",9492,8436,122,107,601,2015
"1734384","Herscher village, Illinois",1548,1511,0,8,12,2015
"1704572","Bedford Park village, Illinois",646,432,0,4,210,2015
"1714351","Cicero town, Illinois",84361,6374,2533,456,74699,2015
"1726710","Ford Heights village, Illinois",2780,19,2639,18,47,2015
"1727702","Franklin Park village, Illinois",18410,9582,70,534,8050,2015
"1729652","Glencoe village, Illinois",8881,8083,47,234,394,2015
"1768328","Scott AFB CDP, Illinois",2982,1971,696,35,110,2015
"1770252","Smithton village, Illinois",3827,3438,109,41,228,2015
"1774119","Swansea village, Illinois",13869,10374,1846,218,694,2015
"1726753","Forest City village, Illinois",222,220,0,0,0,2015
"1747475","Mason City city, Illinois",2305,2192,33,20,10,2015
"1720292","Dolton village, Illinois",23283,1035,20678,112,1239,2015
"1726571","Flossmoor village, Illinois",9492,3904,4678,210,356,2015
"1730029","Glenwood village, Illinois",8923,1928,6179,1,675,2015
"1757277","Palestine village, Illinois",1375,1355,2,0,0,2015
"1725063","Fairview village, Illinois",515,469,7,0,38,2015
"1746825","Marietta village, Illinois",218,178,35,0,5,2015
"1717055","Cowden village, Illinois",547,521,0,0,4,2015
"1734332","Herrick village, Illinois",440,440,0,0,0,2015
"1751232","Moweaqua village, Illinois",1776,1698,30,10,20,2015
"1707770","Braidwood city, Illinois",6049,5790,27,32,139,2015
"1737465","Ingalls Park CDP, Illinois",3047,1603,318,129,981,2015
"1746357","Manhattan village, Illinois",7161,6576,9,32,488,2015
"1757732","Park Forest village, Illinois",21928,5763,14159,106,1368,2015
"1783817","Yates City village, Illinois",813,769,0,0,3,2015
"1748138","Medora village, Illinois",408,401,0,0,0,2015
"1714533","Claremont village, Illinois",244,219,0,0,20,2015
"1726233","Fithian village, Illinois",504,469,0,0,12,2015
"1776511","Twin Grove CDP, Illinois",1789,1657,93,18,0,2015
"1780879","West Union CDP, Illinois",354,340,6,0,3,2015
"1780957","West York CDP, Illinois",152,152,0,0,0,2015
"1781295","White Heath CDP, Illinois",234,224,0,0,10,2015
"1730510","Goofy Ridge CDP, Illinois",167,167,0,0,0,2015
"1780255","Westervelt CDP, Illinois",107,107,0,0,0,2015
"1779228","Watseka city, Illinois",5426,4839,136,65,386,2015
"1779735","Wellington village, Illinois",268,249,0,13,6,2015
"1772884","Stonefort village, Illinois",404,363,9,0,0,2015
"1705144","Bement village, Illinois",1744,1627,10,3,10,2015
"1746487","Mansfield village, Illinois",896,832,0,5,13,2015
"1746279","Malta village, Illinois",1118,1003,16,0,64,2015
"1774223","Sycamore city, Illinois",17572,15230,349,356,1409,2015
"1781256","White Hall city, Illinois",2569,2507,16,0,30,2015
"1782088","Wilmington village, Illinois",128,119,0,0,8,2015
"1748073","Media village, Illinois",148,146,0,0,0,2015
"1781867","Willisville village, Illinois",448,445,0,3,0,2015
"1769797","Shumway village, Illinois",188,181,0,7,0,2015
"1718420","Dallas City city, Illinois",1254,1198,4,37,12,2015
"1701972","Argenta village, Illinois",958,883,3,0,12,2015
"1747072","Maroa city, Illinois",1724,1505,6,0,37,2015
"1723503","Ellis Grove village, Illinois",439,381,0,0,58,2015
"1781938","Willowbrook CDP, Illinois",2044,1184,783,9,55,2015
"1735671","Hollowayville village, Illinois",68,67,1,0,0,2015
"1712008","Cedarville village, Illinois",633,621,5,5,0,2015
"1764837","Rock City village, Illinois",288,286,0,0,0,2015
"1749568","Minonk city, Illinois",2087,2032,0,0,36,2015
"1757524","Panola village, Illinois",53,53,0,0,0,2015
"1751180","Mount Vernon city, Illinois",15136,11873,2041,340,352,2015
"1772624","Steward village, Illinois",338,303,8,0,27,2015
"1738375","Jerome village, Illinois",1579,1228,150,44,48,2015
"1712528","Chapin village, Illinois",479,475,0,0,0,2015
"1711514","Carterville city, Illinois",5691,5110,90,110,212,2015
"1718498","Danforth village, Illinois",577,528,0,7,40,2015
"1720331","Donovan village, Illinois",281,271,0,0,8,2015
"1729275","Gilman city, Illinois",1680,1327,7,10,302,2015
"1724166","Energy village, Illinois",1215,1163,19,11,8,2015
"1771526","Spillertown village, Illinois",250,210,26,8,6,2015
"1714273","Chrisman city, Illinois",1346,1308,17,0,11,2015
"1748632","Metcalf village, Illinois",204,195,0,0,3,2015
"1777551","Vermilion village, Illinois",235,235,0,0,0,2015
"1774574","Taylorville city, Illinois",11068,10872,46,39,32,2015
"1707224","Bone Gap village, Illinois",201,192,0,0,3,2015
"1708979","Browns village, Illinois",127,120,0,0,0,2015
"1705274","Bentley town, Illinois",37,35,0,0,0,2015
"1700243","Addison village, Illinois",37270,18158,1483,2254,14906,2015
"1727884","Freeport city, Illinois",24973,18380,4116,284,1245,2015
"1729080","Germantown Hills village, Illinois",3480,3254,6,95,54,2015
"1772650","Stewardson village, Illinois",757,698,0,55,4,2015
"1773040","Strasburg village, Illinois",550,537,0,3,0,2015
"1741716","Lakewood Shores CDP, Illinois",1385,1298,37,0,29,2015
"1749607","Minooka village, Illinois",11505,9701,301,0,1336,2015
"1756640","Orland Park village, Illinois",58273,48483,1471,3489,3858,2015
"1764902","Rockdale village, Illinois",2061,1201,32,0,803,2015
"1774275","Symerton village, Illinois",107,93,0,0,14,2015
"1775484","Tinley Park village, Illinois",57176,46574,2182,2139,5478,2015
"1782101","Wilmington city, Illinois",5776,4968,112,47,492,2015
"1745694","McHenry city, Illinois",26739,21935,84,668,3626,2015
"1772052","Spring Grove village, Illinois",5510,5126,0,16,321,2015
"1720591","Downers Grove village, Illinois",49504,41905,1569,3134,2220,2015
"1754534","Oak Brook village, Illinois",7977,5187,224,1792,357,2015
"1745564","McCook village, Illinois",208,160,2,7,33,2015
"1751089","Mount Prospect village, Illinois",54710,36472,1267,6684,9018,2015
"1754638","Oak Forest city, Illinois",28134,22170,1383,578,3324,2015
"1755938","Olympia Fields village, Illinois",4916,1135,3565,86,35,2015
"1757381","Palos Heights city, Illinois",12566,11380,245,261,481,2015
"1770564","South Barrington village, Illinois",4835,2831,0,1530,235,2015
"1780242","Western Springs village, Illinois",13125,12326,5,124,592,2015
"1782049","Willow Springs village, Illinois",5676,4833,99,292,375,2015
"1735281","Hindsboro village, Illinois",330,301,3,1,14,2015
"1765000","Rockford city, Illinois",150283,83366,31401,4523,26761,2015
"1707692","Bradford village, Illinois",707,684,3,0,11,2015
"1777265","Valmeyer village, Illinois",1434,1360,5,0,46,2015
"1758408","Pecatonica village, Illinois",2234,2073,0,0,110,2015
"1707211","Bondville village, Illinois",476,420,15,0,24,2015
"1755275","Ogden village, Illinois",740,724,0,0,8,2015
"1759533","Philo village, Illinois",1737,1716,0,3,6,2015
"1766950","St. Joseph village, Illinois",4302,4159,2,35,41,2015
"1775107","Thomasboro village, Illinois",1230,1177,38,3,4,2015
"1721579","East Brooklyn village, Illinois",142,129,0,0,13,2015
"1728963","Georgetown city, Illinois",3413,3296,95,0,0,2015
"1769836","Sidell village, Illinois",598,598,0,0,0,2015
"1780931","Westville village, Illinois",3355,3127,9,0,53,2015
"1711202","Carlinville city, Illinois",5297,4900,129,4,149,2016
"1721410","Eagarville village, Illinois",165,153,1,4,0,2016
"1757043","Owaneco village, Illinois",201,197,0,0,4,2016
"1734137","Henning village, Illinois",243,243,0,0,0,2016
"1700880","Allerton village, Illinois",288,277,4,0,5,2016
"1757693","Parkersburg village, Illinois",146,146,0,0,0,2016
"1704689","Belgium village, Illinois",408,392,4,3,6,2016
"1762744","Rankin village, Illinois",457,444,0,0,11,2016
"1775783","Toulon city, Illinois",1388,1323,27,0,15,2016
"1722398","Eddyville village, Illinois",73,73,0,0,0,2016
"1710110","Bushnell city, Illinois",2838,2731,83,15,0,2016
"1737439","Industry village, Illinois",437,421,5,0,8,2016
"1713074","Cherry Valley village, Illinois",3129,2699,21,75,222,2016
"1765104","Rock Island Arsenal CDP, Illinois",119,42,33,0,0,2016
"1750543","Morrisonville village, Illinois",1055,1024,0,0,28,2016
"1750829","Mount Auburn village, Illinois",580,567,2,4,0,2016
"1762822","Rapids City village, Illinois",1095,1065,3,6,8,2016
"1700737","Alhambra village, Illinois",523,516,6,0,1,2016
"1710695","Camden village, Illinois",100,100,0,0,0,2016
"1747254","Martinsville city, Illinois",1261,1167,0,0,21,2016
"1767860","Savoy village, Illinois",8118,5240,560,1447,509,2016
"1746331","Manchester village, Illinois",296,291,0,0,0,2016
"1743939","Lisle village, Illinois",22989,16385,1051,2992,1954,2016
"1761899","Princeton city, Illinois",7741,7059,19,56,517,2016
"1773391","Sugar Grove village, Illinois",9288,8015,468,14,731,2016
"1704793","Belle Prairie City town, Illinois",63,63,0,0,0,2016
"1724764","Fairbury city, Illinois",3610,3330,0,24,256,2016
"1740091","Kingston Mines village, Illinois",313,298,8,0,4,2016
"1769212","Sheldon village, Illinois",1182,1139,15,0,28,2016
"1737998","Ivesdale village, Illinois",251,248,0,0,0,2016
"1783622","Wyanet village, Illinois",991,944,0,0,27,2016
"1714923","Cleveland village, Illinois",178,173,2,0,3,2016
"1782985","Wood Dale city, Illinois",13908,9574,175,724,3259,2016
"1778175","Virgil village, Illinois",355,315,25,0,15,2016
"1745785","Mackinaw village, Illinois",2196,2139,20,0,22,2016
"1750621","Morton village, Illinois",16343,15221,147,253,655,2016
"1703883","Barrington Hills village, Illinois",3574,3097,56,376,45,2016
"1780125","West Dundee village, Illinois",7369,5964,276,674,378,2016
"1733331","Harvard city, Illinois",9589,5298,11,0,4161,2016
"1736750","Huntley village, Illinois",25831,20899,283,1956,2469,2016
"1741183","Lake in the Hills village, Illinois",28908,22879,868,1261,3274,2016
"1760144","Pistakee Highlands CDP, Illinois",3263,3026,0,10,196,2016
"1763641","Richmond village, Illinois",2038,1738,21,68,107,2016
"1748359","Menominee village, Illinois",275,257,3,0,10,2016
"1752545","New Holland village, Illinois",187,174,0,0,2,2016
"1739298","Keithsburg city, Illinois",558,544,0,5,2,2016
"1775419","Time village, Illinois",9,9,0,0,0,2016
"1777187","Valley City village, Illinois",4,4,0,0,0,2016
"1707133","Bolingbrook village, Illinois",74320,30468,14155,8239,18387,2016
"1723945","Elwood village, Illinois",2144,1854,46,0,175,2016
"1730120","Godley village, Illinois",730,679,0,0,35,2016
"1747540","Matteson village, Illinois",19146,2699,15397,64,608,2016
"1776935","University Park village, Illinois",7196,425,6145,55,223,2016
"1738570","Joliet city, Illinois",147515,75426,23904,3310,41883,2016
"1781802","Williamsfield village, Illinois",521,513,3,0,5,2016
"1752116","New Athens village, Illinois",2106,2025,17,0,48,2016
"1700555","Albers village, Illinois",1127,1004,12,0,105,2016
"1703181","Aviston village, Illinois",2299,2243,0,15,20,2016
"1704533","Beckemeyer village, Illinois",981,962,0,0,15,2016
"1764421","Riverside village, Illinois",8779,7168,111,189,1272,2016
"1770629","South Chicago Heights village, Illinois",4143,1597,431,0,2007,2016
"1772676","Stickney village, Illinois",6778,2717,12,176,3706,2016
"1773638","Summit village, Illinois",11409,2217,1186,238,7720,2016
"1707913","Breese city, Illinois",4590,4411,0,68,54,2016
"1780281","Westfield village, Illinois",742,738,0,0,4,2016
"1701049","Altamont city, Illinois",2314,2292,6,0,8,2016
"1779241","Watson village, Illinois",765,760,0,0,1,2016
"1729431","Gladstone village, Illinois",248,235,0,0,13,2016
"1762848","Raritan village, Illinois",85,77,0,0,0,2016
"1752103","Newark village, Illinois",1139,1055,0,3,79,2016
"1767548","Sandwich city, Illinois",7491,6169,6,23,1253,2016
"1705612","Bethany village, Illinois",1275,1272,0,0,3,2016
"1715599","Collinsville city, Illinois",24855,20828,2534,208,652,2016
"1777395","Varna village, Illinois",478,451,0,0,14,2016
"1760937","Polo city, Illinois",2131,1957,0,0,158,2016
"1762588","Raleigh village, Illinois",308,303,0,0,4,2016
"1762523","Radom village, Illinois",153,149,0,0,4,2016
"1705404","Berkeley village, Illinois",5201,1514,1784,254,1546,2016
"1706704","Blue Island city, Illinois",22446,4537,6245,103,10976,2016
"1765962","Rossville village, Illinois",1694,1644,0,4,29,2016
"1775172","Thomson village, Illinois",563,530,10,0,23,2016
"1723022","Eldred village, Illinois",165,162,0,0,0,2016
"1710877","Camp Point village, Illinois",1135,1084,0,0,0,2016
"1715846","Columbus village, Illinois",115,115,0,0,0,2016
"1711462","Carrollton city, Illinois",2430,2403,18,0,0,2016
"1725960","Fidelity village, Illinois",161,161,0,0,0,2016
"1726012","Fieldon village, Illinois",173,171,0,0,2,2016
"1738414","Jerseyville city, Illinois",8502,8131,10,36,201,2016
"1727026","Forrest village, Illinois",1083,1001,0,0,55,2016
"1777317","Vandalia city, Illinois",6758,5325,937,10,381,2016
"1715664","Colona city, Illinois",4876,4500,0,0,312,2016
"1728846","Geneseo city, Illinois",6589,6192,58,3,141,2016
"1729639","Glen Carbon village, Illinois",12782,10491,1219,190,579,2016
"1734670","Highland city, Illinois",9839,9119,14,188,468,2016
"1766859","St. Jacob village, Illinois",1354,1283,0,6,38,2016
"1763056","Reddick village, Illinois",328,328,0,0,0,2016
"1703454","Baldwin village, Illinois",328,320,0,0,0,2016
"1765221","Rockwood village, Illinois",31,31,0,0,0,2016
"1774873","Thebes village, Illinois",406,256,137,5,3,2016
"1737621","Iola village, Illinois",148,148,0,0,0,2016
"1766599","Sailor Springs village, Illinois",99,99,0,0,0,2016
"1767132","St. Peter village, Illinois",388,368,0,16,0,2016
"1781815","Williamson village, Illinois",233,224,5,0,0,2016
"1710916","Campus village, Illinois",129,129,0,0,0,2016
"1768822","Shabbona village, Illinois",982,896,7,2,73,2016
"1723776","Elsah village, Illinois",746,667,27,2,8,2016
"1773170","Streator city, Illinois",13163,10940,382,185,1423,2016
"1759884","Pinckneyville city, Illinois",5422,3590,1437,52,317,2016
"1714117","Chillicothe city, Illinois",6169,5846,17,87,212,2016
"1759000","Peoria city, Illinois",115990,66739,30383,6359,6764,2016
"1725141","Fairview Heights city, Illinois",16793,10390,4846,582,437,2016
"1743900","Lisbon village, Illinois",397,382,0,0,13,2016
"1750218","Montgomery village, Illinois",19055,10487,1624,437,6398,2016
"1701270","Amboy city, Illinois",2519,2387,9,5,114,2016
"1778708","Waltonville village, Illinois",412,408,2,0,1,2016
"1783206","Woodlawn village, Illinois",639,594,0,4,18,2016
"1702583","Ashton village, Illinois",1008,905,3,23,48,2016
"1761925","Princeville village, Illinois",1999,1794,20,10,159,2016
"1718823","Decatur city, Illinois",74063,51863,14784,882,1847,2016
"1756471","Oreana village, Illinois",848,769,8,14,13,2016
"1732668","Hanna City village, Illinois",1227,1144,8,5,62,2016
"1751648","Naplate village, Illinois",441,406,15,0,12,2016
"1702921","Auburn city, Illinois",5006,4821,18,26,115,2016
"1718745","Dawson village, Illinois",544,541,0,0,0,2016
"1748021","Mechanicsburg village, Illinois",623,594,7,2,15,2016
"1756926","Ottawa city, Illinois",18707,15529,671,156,1988,2016
"1704052","Basco village, Illinois",85,84,0,0,0,2016
"1706184","Bismarck village, Illinois",611,598,0,0,13,2016
"1729236","Gillespie city, Illinois",3323,3164,0,89,37,2016
"1753039","Nilwood town, Illinois",246,230,4,6,0,2016
"1757329","Palmyra village, Illinois",579,566,1,0,3,2016
"1733435","Harwood Heights village, Illinois",8628,6879,53,671,1015,2016
"1714026","Chicago Heights city, Illinois",30349,7055,12657,33,9880,2016
"1714065","Chicago Ridge village, Illinois",14368,10386,1539,553,1661,2016
"1723724","Elmwood Park village, Illinois",24845,16039,786,981,6928,2016
"1735879","Homewood village, Illinois",19280,9423,7138,472,1496,2016
"1765845","Roseville village, Illinois",1120,1055,27,9,28,2016
"1726350","Flat Rock village, Illinois",329,312,0,2,0,2016
"1773027","Stoy village, Illinois",130,130,0,0,0,2016
"1781074","Wheeler village, Illinois",131,130,0,0,0,2016
"1742171","La Rose village, Illinois",112,109,0,3,0,2016
"1753481","Northbrook village, Illinois",33538,27523,320,4246,744,2016
"1756627","Orland Hills village, Illinois",7241,5307,638,345,865,2016
"1768705","Sesser city, Illinois",1861,1745,6,0,76,2016
"1725895","Ferris village, Illinois",118,118,0,0,0,2016
"1705092","Belvidere city, Illinois",25300,16582,596,256,7264,2016
"1761145","Poplar Grove village, Illinois",4728,3960,237,106,381,2016
"1719616","De Soto village, Illinois",1658,1372,35,3,204,2016
"1746214","Makanda village, Illinois",590,511,4,60,9,2016
"1742587","Lee village, Illinois",358,322,12,0,11,2016
"1773287","Sublette village, Illinois",436,404,0,4,23,2016
"1709434","Buffalo village, Illinois",503,502,0,0,1,2016
"1712684","Chatham village, Illinois",12569,11790,72,118,271,2016
"1741404","Lake Petersburg CDP, Illinois",649,629,0,20,0,2016
"1742002","Langleyville CDP, Illinois",316,316,0,0,0,2016
"1742067","LaPlace CDP, Illinois",161,156,0,0,0,2016
"1744836","Lost Nation CDP, Illinois",633,633,0,0,0,2016
