"GEOID","NAME","median_incomeE","year"
"1750543","Morrisonville village, Illinois",53672,2015
"1750829","Mount Auburn village, Illinois",52941,2015
"1762822","Rapids City village, Illinois",83177,2015
"1700737","Alhambra village, Illinois",52679,2015
"1710695","Camden village, Illinois",38409,2015
"1747254","Martinsville city, Illinois",38565,2015
"1779241","Watson village, Illinois",43438,2015
"1729431","Gladstone village, Illinois",33750,2015
"1762848","Raritan village, Illinois",55000,2015
"1752103","Newark village, Illinois",76500,2015
"1767548","Sandwich city, Illinois",56261,2015
"1705612","Bethany village, Illinois",40481,2015
"1715599","Collinsville city, Illinois",50015,2015
"1777395","Varna village, Illinois",46000,2015
"1760937","Polo city, Illinois",42361,2015
"1762588","Raleigh village, Illinois",41500,2015
"1762523","Radom village, Illinois",40625,2015
"1705404","Berkeley village, Illinois",63516,2015
"1706704","Blue Island city, Illinois",37670,2015
"1765962","Rossville village, Illinois",49348,2015
"1775172","Thomson village, Illinois",56250,2015
"1723022","Eldred village, Illinois",37321,2015
"1754144","North Riverside village, Illinois",59821,2015
"1764304","River Forest village, Illinois",99250,2015
"1765338","Rolling Meadows city, Illinois",62299,2015
"1770122","Skokie village, Illinois",66999,2015
"1773157","Streamwood village, Illinois",74854,2015
"1782530","Winnetka village, Illinois",211773,2015
"1730133","Golconda city, Illinois",24926,2015
"1710591","Camargo village, Illinois",41750,2015
"1704715","Belknap village, Illinois",NA,2015
"1777863","Vienna city, Illinois",33438,2015
"1706470","Blandinsville village, Illinois",41429,2015
"1768198","Sciota village, Illinois",70625,2015
"1745031","Loves Park city, Illinois",50917,2015
"1761977","Prophetstown city, Illinois",43250,2015
"1742080","La Prairie village, Illinois",45500,2015
"1768081","Schiller Park village, Illinois",49111,2015
"1766768","St. David village, Illinois",41932,2015
"1766800","Ste. Marie village, Illinois",47500,2015
"1783765","Yale village, Illinois",48250,2015
"1773703","Sumner city, Illinois",33125,2015
"1718719","Davis Junction village, Illinois",67438,2015
"1754586","Oakdale village, Illinois",51667,2015
"1763719","Richview village, Illinois",38438,2015
"1777408","Venedy village, Illinois",56250,2015
"1701010","Alsip village, Illinois",53517,2015
"1750920","Mount Clare village, Illinois",38750,2015
"1769563","Shipman town, Illinois",63125,2015
"1782075","Wilmette village, Illinois",132110,2015
"1757225","Palatine village, Illinois",71573,2015
"1765819","Rosemont village, Illinois",48110,2015
"1770850","South Holland village, Illinois",66010,2015
"1712970","Cherry village, Illinois",52206,2015
"1719499","De Pue village, Illinois",38250,2015
"1749516","Mineral village, Illinois",36250,2015
"1733383","Harvey city, Illinois",22014,2015
"1738830","Justice village, Illinois",50172,2015
"1739519","Kenilworth village, Illinois",203333,2015
"1743744","Lincolnwood village, Illinois",94329,2015
"1746058","Maeystown village, Illinois",50417,2015
"1779150","Waterloo city, Illinois",73765,2015
"1783687","Wyoming city, Illinois",39850,2015
"1741456","Lake Summerset CDP, Illinois",62593,2015
"1765611","Roscoe village, Illinois",74093,2015
"1703207","Avon village, Illinois",44500,2015
"1725531","Farmington city, Illinois",52674,2015
"1740559","Lacon city, Illinois",48359,2015
"1700295","Adeline village, Illinois",50417,2015
"1772702","Stillman Valley village, Illinois",58056,2015
"1728261","Galatia village, Illinois",33661,2015
"1736347","Hoyleton village, Illinois",60694,2015
"1740182","Kirkwood village, Illinois",57857,2015
"1755106","Oblong village, Illinois",37131,2015
"1711007","Canton city, Illinois",37643,2015
"1721098","Dunfermline village, Illinois",43750,2015
"1737647","Ipava village, Illinois",47143,2015
"1765754","Rose Hill village, Illinois",28750,2015
"1766404","Russellville village, Illinois",40625,2015
"1727065","Forreston village, Illinois",50114,2015
"1751271","Muddy village, Illinois",38125,2015
"1702531","Ashley city, Illinois",37159,2015
"1712164","Centralia city, Illinois",34455,2015
"1737777","Irvington village, Illinois",57143,2015
"1710936","Candlewick Lake CDP, Illinois",52451,2015
"1754404","Norwood village, Illinois",51250,2015
"1742912","Leonore village, Illinois",44583,2015
"1740117","Kinmundy city, Illinois",35385,2015
"1742496","Lebanon city, Illinois",64712,2015
"1753871","Northlake city, Illinois",53170,2015
"1708186","Bridgeport city, Illinois",39444,2015
"1710240","Byron city, Illinois",49345,2015
"1705573","Berwyn city, Illinois",57355,2015
"1729171","Gilberts village, Illinois",110524,2015
"1718706","Davis village, Illinois",56765,2015
"1710877","Camp Point village, Illinois",42240,2015
"1715846","Columbus village, Illinois",38750,2015
"1711462","Carrollton city, Illinois",42025,2015
"1725960","Fidelity village, Illinois",22188,2015
"1726012","Fieldon village, Illinois",46625,2015
"1738414","Jerseyville city, Illinois",50232,2015
"1727026","Forrest village, Illinois",52813,2015
"1777317","Vandalia city, Illinois",42194,2015
"1715664","Colona city, Illinois",59071,2015
"1728846","Geneseo city, Illinois",58382,2015
"1729639","Glen Carbon village, Illinois",70225,2015
"1734670","Highland city, Illinois",53642,2015
"1766859","St. Jacob village, Illinois",80750,2015
"1763056","Reddick village, Illinois",62250,2015
"1703454","Baldwin village, Illinois",47500,2015
"1765221","Rockwood village, Illinois",44107,2015
"1774873","Thebes village, Illinois",21875,2015
"1737621","Iola village, Illinois",31250,2015
"1766599","Sailor Springs village, Illinois",31750,2015
"1767132","St. Peter village, Illinois",37813,2015
"1781815","Williamson village, Illinois",35000,2015
"1710916","Campus village, Illinois",42750,2015
"1768822","Shabbona village, Illinois",51944,2015
"1723776","Elsah village, Illinois",46563,2015
"1773170","Streator city, Illinois",39935,2015
"1759884","Pinckneyville city, Illinois",38631,2015
"1714117","Chillicothe city, Illinois",47429,2015
"1759000","Peoria city, Illinois",45552,2015
"1725141","Fairview Heights city, Illinois",59948,2015
"1752116","New Athens village, Illinois",56389,2015
"1700555","Albers village, Illinois",73906,2015
"1703181","Aviston village, Illinois",81632,2015
"1704533","Beckemeyer village, Illinois",41250,2015
"1764421","Riverside village, Illinois",97727,2015
"1770629","South Chicago Heights village, Illinois",32286,2015
"1772676","Stickney village, Illinois",51491,2015
"1773638","Summit village, Illinois",42070,2015
"1707913","Breese city, Illinois",62210,2015
"1744082","Little York village, Illinois",43750,2015
"1740065","Kingston village, Illinois",67344,2015
"1769758","Shorewood village, Illinois",93955,2015
"1714442","Cisco village, Illinois",61094,2015
"1732499","Hammond village, Illinois",49545,2015
"1709148","Brussels village, Illinois",41250,2015
"1732850","Hardin village, Illinois",50694,2015
"1718030","Cullom village, Illinois",40000,2015
"1708706","Brookport city, Illinois",34485,2015
"1774444","Tamaroa village, Illinois",36761,2015
"1744056","Littleton village, Illinois",50156,2015
"1766339","Rushville city, Illinois",40278,2015
"1712294","Chadwick village, Illinois",50350,2015
"1783739","Xenia village, Illinois",40625,2015
"1706964","Bluford village, Illinois",44583,2015
"1720123","Dix village, Illinois",16471,2015
"1764148","Rio village, Illinois",57614,2015
"1777811","Victoria village, Illinois",44000,2015
"1779124","Wataga village, Illinois",46250,2015
"1724062","Emington village, Illinois",39167,2015
"1771175","South Pekin village, Illinois",45875,2015
"1712385","Champaign city, Illinois",42094,2015
"1726662","Foosland village, Illinois",38750,2015
"1719226","Delavan city, Illinois",47500,2015
"1731563","Green Valley village, Illinois",50278,2015
"1754092","North Pekin village, Illinois",51964,2015
"1709681","Bureau Junction village, Illinois",45714,2015
"1738778","Junction village, Illinois",41875,2015
"1769082","Shawneetown city, Illinois",29318,2015
"1733318","Hartsburg village, Illinois",47083,2015
"1742249","Latham village, Illinois",47917,2015
"1700646","Aledo city, Illinois",46216,2015
"1754560","Oakbrook Terrace city, Illinois",68167,2015
"1777993","Villa Park village, Illinois",70176,2015
"1709304","Buckingham village, Illinois",54583,2015
"1711826","Cave-In-Rock village, Illinois",26250,2015
"1721683","East Dubuque city, Illinois",40078,2015
"1723165","Elizabeth village, Illinois",38375,2015
"1702752","Atlanta city, Illinois",51375,2015
"1743536","Lincoln city, Illinois",42683,2015
"1722957","El Dara village, Illinois",68583,2015
"1720526","Dover village, Illinois",35000,2015
"1746240","Malden village, Illinois",34286,2015
"1775549","Tiskilwa village, Illinois",46500,2015
"1723191","Elizabethtown village, Illinois",23906,2015
"1736190","Hopkins Park village, Illinois",19417,2015
"1750777","Mounds city, Illinois",20227,2015
"1762211","Pulaski village, Illinois",19750,2015
"1772780","Stockton village, Illinois",37500,2015
"1751882","Nebo village, Illinois",30192,2015
"1740416","Knoxville city, Illinois",48487,2015
"1767795","Saunemin village, Illinois",43125,2015
"1716691","Country Club Hills city, Illinois",55148,2015
"1736841","Hutsonville village, Illinois",48875,2015
"1771422","Sparland village, Illinois",46607,2015
"1737712","Iroquois village, Illinois",44375,2015
"1738674","Joppa village, Illinois",31406,2015
"1779267","Wauconda village, Illinois",74646,2015
"1772949","Stonington village, Illinois",58125,2015
"1711124","Capron village, Illinois",52700,2015
"1700997","Alsey village, Illinois",31250,2015
"1705261","Benson village, Illinois",46806,2015
"1756341","Orangeville village, Illinois",43333,2015
"1782543","Winslow village, Illinois",40750,2015
"1715989","Compton village, Illinois",52143,2015
"1720162","Dixon city, Illinois",47924,2015
"1720045","Divernon village, Illinois",54313,2015
"1739233","Keenes village, Illinois",36250,2015
"1750933","Mount Erie village, Illinois",39375,2015
"1742769","Leland Grove city, Illinois",97656,2015
"1761548","Prairie City village, Illinois",36563,2015
"1740676","La Fayette village, Illinois",34167,2015
"1701673","Apple River village, Illinois",33750,2015
"1732707","Hanover village, Illinois",40938,2015
"1726116","Findlay village, Illinois",40179,2015
"1726480","Florence village, Illinois",19844,2015
"1752311","New Canton town, Illinois",38750,2015
"1702102","Arlington village, Illinois",51250,2015
"1741794","La Moille village, Illinois",50875,2015
"1746422","Manlius village, Illinois",29737,2015
"1751999","Neponset village, Illinois",51319,2015
"1738427","Jewett village, Illinois",33750,2015
"1755756","Old Shawneetown village, Illinois",19375,2015
"1756003","Omaha village, Illinois",35000,2015
"1714767","Clayton village, Illinois",25750,2015
"1715261","Coatsburg village, Illinois",47500,2015
"1753390","Norris village, Illinois",36250,2015
"1711397","Carrier Mills village, Illinois",30286,2015
"1703610","Bannockburn village, Illinois",103611,2015
"1709447","Buffalo Grove village, Illinois",100098,2015
"1730900","Grandwood Park CDP, Illinois",97125,2015
"1740988","Lake Catherine CDP, Illinois",66563,2015
"1733630","Hawthorn Woods village, Illinois",152781,2015
"1743250","Libertyville village, Illinois",115709,2015
"1775081","Third Lake village, Illinois",109375,2015
"1748671","Mettawa village, Illinois",131719,2015
"1753559","North Chicago city, Illinois",41250,2015
"1778227","Volo village, Illinois",90131,2015
"1779293","Waukegan city, Illinois",45845,2015
"1784220","Zion city, Illinois",46313,2015
"1730978","Grantfork village, Illinois",70625,2015
"1744160","Livingston village, Illinois",42583,2015
"1752701","New Milford village, Illinois",55000,2015
"1742184","LaSalle city, Illinois",41706,2015
"1728807","Gays village, Illinois",44375,2015
"1711644","Caseyville village, Illinois",36798,2015
"1725414","Farmer City city, Illinois",50854,2015
"1779449","Waynesville village, Illinois",60375,2015
"1779683","Weldon village, Illinois",41750,2015
"1728638","Gardner village, Illinois",63636,2015
"1750491","Morris city, Illinois",56750,2015
"1709531","Bull Valley village, Illinois",112708,2015
"1709759","Burlington village, Illinois",62000,2015
"1735411","Hoffman Estates village, Illinois",84583,2015
"1743406","Lily Lake village, Illinois",102250,2015
"1772221","Standard village, Illinois",39250,2015
"1779033","Washington city, Illinois",71964,2015
"1712801","Chebanse village, Illinois",64637,2015
"1704897","Bellflower village, Illinois",52604,2015
"1716210","Cooksville village, Illinois",43000,2015
"1748606","Metamora village, Illinois",52203,2015
"1724920","Fairmont CDP, Illinois",46500,2015
"1764928","Rock Falls city, Illinois",35361,2015
"1736542","Humboldt village, Illinois",46818,2015
"1769342","Sherman village, Illinois",88313,2015
"1760287","Plainfield village, Illinois",111521,2015
"1700685","Algonquin village, Illinois",97839,2015
"1759988","Pingree Grove village, Illinois",76258,2015
"1772923","Stone Park village, Illinois",36097,2015
"1775185","Thornton village, Illinois",45650,2015
"1783518","Worth village, Illinois",55702,2015
"1701881","Arcola city, Illinois",49303,2015
"1708875","Broughton village, Illinois",23750,2015
"1760833","Plymouth village, Illinois",38173,2015
"1721280","Durand village, Illinois",45078,2015
"1745726","Machesney Park village, Illinois",54655,2015
"1760339","Plainville village, Illinois",45208,2015
"1754885","Oak Park village, Illinois",80196,2015
"1734098","Hennepin village, Illinois",61042,2015
"1737608","Inverness village, Illinois",161838,2015
"1747007","Markham city, Illinois",34433,2015
"1764616","Robbins village, Illinois",23614,2015
"1780047","Westchester village, Illinois",71479,2015
"1704351","Beardstown city, Illinois",38224,2015
"1712450","Chandlerville village, Illinois",39792,2015
"1719200","De Land village, Illinois",34659,2015
"1704117","Batchtown village, Illinois",66875,2015
"1784155","Zeigler city, Illinois",34036,2015
"1730770","Grand Tower city, Illinois",31250,2015
"1738856","Kampsville village, Illinois",34375,2015
"1750868","Mount Carmel city, Illinois",40616,2015
"1765078","Rock Island city, Illinois",41243,2015
"1769979","Silvis city, Illinois",43976,2015
"1739259","Keensburg village, Illinois",43906,2015
"1740884","Lake Barrington village, Illinois",90938,2015
"1744524","Long Grove village, Illinois",188182,2015
"1764538","Riverwoods village, Illinois",174145,2015
"1766027","Round Lake village, Illinois",72659,2015
"1766053","Round Lake Heights village, Illinois",60403,2015
"1777460","Venetian Village CDP, Illinois",64663,2015
"1778370","Wadsworth village, Illinois",87303,2015
"1769368","Sherrard village, Illinois",55833,2015
